node_id,timestamp_ms,tds_ppm,ph,turbidez_ntu,temp_agua_c,temp_ambiente_c,nivel_m,alerta,estado_mapek
nodo_chancay_01,1306860000,219.5,7.43,13.4,15.1,15.9,1.2,false,0
nodo_chancay_01,1306920000,220.5,7.45,8.4,15.4,16.3,1.21,false,0
nodo_chancay_01,1306980000,226.8,7.28,11.1,15.2,15.5,1.2,false,0
nodo_chancay_01,1307040000,236.8,7.27,15.6,14.8,16.0,1.17,false,0
nodo_chancay_01,1307100000,217.4,7.41,14.1,15.0,16.6,1.2,false,0
nodo_chancay_01,1307160000,223.9,7.51,8.0,15.2,15.9,1.18,false,0
nodo_chancay_01,1307220000,224.1,7.47,16.5,15.0,16.6,1.17,false,0
nodo_chancay_01,1307280000,239.4,7.32,9.1,15.2,16.5,1.21,false,0
nodo_chancay_01,1307340000,235.3,7.62,18.9,15.3,16.3,1.19,false,0
nodo_chancay_01,1307400000,239.0,7.19,16.9,15.5,16.2,1.17,false,0
nodo_chancay_01,1307460000,243.4,7.39,13.5,14.9,16.8,1.2,false,0
nodo_chancay_01,1307520000,226.9,7.4,31.3,14.8,15.8,1.14,false,0
nodo_chancay_01,1307580000,218.1,7.37,12.2,15.2,16.2,1.23,false,0
nodo_chancay_01,1307640000,218.2,7.44,14.4,14.8,16.3,1.18,false,0
nodo_chancay_01,1307700000,211.6,7.37,22.8,15.1,16.0,1.21,false,0
nodo_chancay_01,1307760000,225.4,7.24,19.0,15.1,16.5,1.23,false,0
nodo_chancay_01,1307820000,226.2,7.38,10.5,14.7,16.2,1.2,false,0
nodo_chancay_01,1307880000,237.9,7.41,16.9,15.2,16.9,1.18,false,0
nodo_chancay_01,1307940000,230.2,7.48,20.0,15.1,16.3,1.23,false,0
nodo_chancay_01,1308000000,225.1,7.53,1.8,14.7,15.8,1.2,false,0
nodo_chancay_01,1308060000,228.8,7.3,13.0,14.8,16.6,1.22,false,0
nodo_chancay_01,1308120000,219.6,7.56,24.1,15.4,15.6,1.21,false,0
nodo_chancay_01,1308180000,240.3,7.35,11.6,15.0,15.3,1.24,false,0
nodo_chancay_01,1308240000,222.1,7.34,22.4,15.3,15.8,1.21,false,0
nodo_chancay_01,1308300000,218.6,7.35,11.2,15.0,16.9,1.21,false,0
nodo_chancay_01,1308360000,238.2,7.19,16.1,15.1,16.2,1.21,false,0
nodo_chancay_01,1308420000,235.7,7.35,15.4,14.8,16.6,1.22,false,0
nodo_chancay_01,1308480000,212.8,7.52,11.4,14.9,16.6,1.22,false,0
nodo_chancay_01,1308540000,238.6,7.44,6.2,14.8,16.2,1.19,false,0
nodo_chancay_01,1308600000,222.6,7.41,19.1,15.1,16.3,1.19,false,0
nodo_chancay_01,1308660000,226.3,7.43,12.1,15.1,16.6,1.2,false,0
nodo_chancay_01,1308720000,231.9,7.52,25.2,15.0,17.0,1.2,false,0
nodo_chancay_01,1308780000,235.9,7.3,13.5,15.2,16.4,1.12,false,0
nodo_chancay_01,1308840000,234.5,7.48,14.3,15.2,16.0,1.25,false,0
nodo_chancay_01,1308900000,229.5,7.4,17.4,15.2,16.2,1.19,false,0
nodo_chancay_01,1308960000,225.8,7.31,11.2,14.9,17.0,1.19,false,0
nodo_chancay_01,1309020000,234.1,7.44,14.8,15.2,16.1,1.17,false,0
nodo_chancay_01,1309080000,228.8,7.4,6.8,15.2,16.8,1.16,false,0
nodo_chancay_01,1309140000,248.1,7.31,19.5,14.8,15.9,1.21,false,0
nodo_chancay_01,1309200000,235.9,7.28,7.2,14.8,16.9,1.14,false,0
nodo_chancay_01,1309260000,220.8,7.35,19.4,15.2,16.5,1.25,false,0
nodo_chancay_01,1309320000,225.2,7.34,13.4,15.0,17.0,1.2,false,0
nodo_chancay_01,1309380000,230.5,7.51,11.7,15.3,15.9,1.23,false,0
nodo_chancay_01,1309440000,243.0,7.37,12.7,15.0,16.2,1.22,false,0
nodo_chancay_01,1309500000,244.1,7.35,17.3,14.9,16.5,1.25,false,0
nodo_chancay_01,1309560000,226.0,7.5,17.1,15.3,16.1,1.21,false,0
nodo_chancay_01,1309620000,220.7,7.52,12.9,14.7,16.4,1.2,false,0
nodo_chancay_01,1309680000,219.4,7.31,10.8,15.2,17.3,1.25,false,0
nodo_chancay_01,1309740000,232.5,7.27,9.0,15.0,16.1,1.2,false,0
nodo_chancay_01,1309800000,253.0,7.44,3.3,14.7,16.7,1.15,false,0
nodo_chancay_01,1309860000,235.4,7.37,21.2,14.9,17.4,1.22,false,0
nodo_chancay_01,1309920000,214.1,7.34,16.5,14.8,16.7,1.17,false,0
nodo_chancay_01,1309980000,222.7,7.49,21.3,15.1,16.5,1.16,false,0
nodo_chancay_01,1310040000,223.8,7.36,20.0,15.0,16.6,1.2,false,0
nodo_chancay_01,1310100000,221.8,7.58,20.1,14.5,16.8,1.22,false,0
nodo_chancay_01,1310160000,226.1,7.39,12.6,15.1,17.4,1.17,false,0
nodo_chancay_01,1310220000,233.7,7.41,15.8,15.1,16.4,1.18,false,0
nodo_chancay_01,1310280000,236.8,7.61,10.1,14.9,16.8,1.22,false,0
nodo_chancay_01,1310340000,240.9,7.42,17.9,14.9,17.3,1.21,false,0
nodo_chancay_01,1310400000,235.2,7.32,15.9,15.2,17.0,1.17,false,0
nodo_chancay_01,1310460000,210.5,7.29,17.4,14.9,17.4,1.19,false,0
nodo_chancay_01,1310520000,219.4,7.34,14.5,14.8,16.1,1.22,false,0
nodo_chancay_01,1310580000,228.4,7.41,20.7,15.0,16.5,1.16,false,0
nodo_chancay_01,1310640000,231.5,7.48,12.4,15.1,16.3,1.17,false,0
nodo_chancay_01,1310700000,238.6,7.24,10.3,14.9,16.8,1.21,false,0
nodo_chancay_01,1310760000,230.4,7.39,22.6,14.9,17.0,1.18,false,0
nodo_chancay_01,1310820000,230.5,7.52,17.7,15.2,16.5,1.25,false,0
nodo_chancay_01,1310880000,232.4,7.42,13.3,14.8,16.3,1.16,false,0
nodo_chancay_01,1310940000,227.4,7.53,6.9,15.1,16.2,1.18,false,0
nodo_chancay_01,1311000000,230.9,7.24,12.9,15.3,16.4,1.2,false,0
nodo_chancay_01,1311060000,241.3,7.37,4.1,14.9,17.4,1.22,false,0
nodo_chancay_01,1311120000,229.2,7.4,10.3,14.7,16.4,1.2,false,0
nodo_chancay_01,1311180000,229.7,7.45,12.7,15.0,17.5,1.17,false,0
nodo_chancay_01,1311240000,229.7,7.3,18.2,14.9,17.2,1.17,false,0
nodo_chancay_01,1311300000,243.0,7.43,14.9,15.0,15.9,1.14,false,0
nodo_chancay_01,1311360000,218.9,7.44,10.7,15.1,16.5,1.23,false,0
nodo_chancay_01,1311420000,247.8,7.38,21.0,14.8,16.0,1.21,false,0
nodo_chancay_01,1311480000,218.2,7.44,9.6,15.0,16.5,1.21,false,0
nodo_chancay_01,1311540000,223.5,7.42,5.0,15.0,16.7,1.21,false,0
nodo_chancay_01,1311600000,237.4,7.32,19.4,14.9,17.3,1.23,false,0
nodo_chancay_01,1311660000,240.3,7.37,12.7,15.2,17.2,1.22,false,0
nodo_chancay_01,1311720000,216.0,7.27,18.7,14.6,17.3,1.22,false,0
nodo_chancay_01,1311780000,219.1,7.24,11.1,15.3,16.8,1.23,false,0
nodo_chancay_01,1311840000,232.8,7.42,11.2,15.3,17.3,1.21,false,0
nodo_chancay_01,1311900000,253.4,7.2,8.9,15.1,17.6,1.2,false,0
nodo_chancay_01,1311960000,242.5,7.37,15.9,15.0,16.6,1.18,false,0
nodo_chancay_01,1312020000,227.5,7.43,18.4,15.0,17.4,1.14,false,0
nodo_chancay_01,1312080000,205.8,7.39,19.8,15.4,17.4,1.17,false,0
nodo_chancay_01,1312140000,230.8,7.61,22.4,15.2,16.9,1.22,false,0
nodo_chancay_01,1312200000,233.6,7.43,17.6,15.4,17.0,1.19,false,0
nodo_chancay_01,1312260000,226.2,7.36,9.9,15.0,16.6,1.19,false,0
nodo_chancay_01,1312320000,221.5,7.45,21.4,14.9,16.4,1.22,false,0
nodo_chancay_01,1312380000,231.6,7.26,15.8,15.1,16.7,1.15,false,0
nodo_chancay_01,1312440000,220.6,7.49,19.4,14.9,17.1,1.22,false,0
nodo_chancay_01,1312500000,248.7,7.34,13.0,15.1,17.1,1.22,false,0
nodo_chancay_01,1312560000,245.2,7.5,15.7,14.8,16.8,1.2,false,0
nodo_chancay_01,1312620000,236.6,7.43,15.7,15.3,16.7,1.2,false,0
nodo_chancay_01,1312680000,230.9,7.45,9.5,15.0,17.2,1.19,false,0
nodo_chancay_01,1312740000,223.4,7.33,6.0,15.1,17.0,1.22,false,0
nodo_chancay_01,1312800000,229.8,7.28,12.9,14.8,16.1,1.18,false,0
nodo_chancay_01,1312860000,246.4,7.27,22.3,14.9,17.1,1.19,false,0
nodo_chancay_01,1312920000,238.7,7.22,13.6,15.0,17.5,1.24,false,0
nodo_chancay_01,1312980000,232.0,7.35,15.0,15.1,17.4,1.19,false,0
nodo_chancay_01,1313040000,239.2,7.33,14.7,14.9,17.2,1.21,false,0
nodo_chancay_01,1313100000,235.5,7.49,20.0,15.3,17.3,1.2,false,0
nodo_chancay_01,1313160000,234.0,7.29,9.1,15.4,17.4,1.19,false,0
nodo_chancay_01,1313220000,239.8,7.61,19.1,15.0,17.2,1.22,false,0
nodo_chancay_01,1313280000,235.2,7.29,14.1,15.2,17.4,1.21,false,0
nodo_chancay_01,1313340000,238.6,7.3,14.9,14.8,17.1,1.21,false,0
nodo_chancay_01,1313400000,231.6,7.24,17.2,15.0,17.4,1.24,false,0
nodo_chancay_01,1313460000,227.5,7.39,14.7,15.2,16.8,1.11,false,0
nodo_chancay_01,1313520000,224.5,7.36,16.4,15.1,17.6,1.2,false,0
nodo_chancay_01,1313580000,223.3,7.38,11.9,15.1,17.0,1.21,false,0
nodo_chancay_01,1313640000,213.9,7.43,20.9,15.1,17.7,1.16,false,0
nodo_chancay_01,1313700000,220.9,7.49,15.6,14.9,17.7,1.15,false,0
nodo_chancay_01,1313760000,220.6,7.27,20.0,14.7,17.9,1.15,false,0
nodo_chancay_01,1313820000,224.9,7.39,17.7,15.3,18.1,1.31,false,0
nodo_chancay_01,1313880000,245.6,7.48,19.6,15.5,17.6,1.14,false,0
nodo_chancay_01,1313940000,228.4,7.28,19.6,15.0,17.0,1.15,false,0
nodo_chancay_01,1314000000,232.4,7.67,16.3,15.3,18.1,1.19,false,0
nodo_chancay_01,1314060000,232.7,7.62,19.6,15.1,17.9,1.24,false,0
nodo_chancay_01,1314120000,245.9,7.38,17.1,14.8,17.6,1.22,false,0
nodo_chancay_01,1314180000,224.2,7.28,25.1,14.9,16.6,1.2,false,0
nodo_chancay_01,1314240000,227.8,7.29,15.8,15.0,17.3,1.22,false,0
nodo_chancay_01,1314300000,228.9,7.41,17.0,15.5,18.0,1.22,false,0
nodo_chancay_01,1314360000,241.4,7.45,18.8,15.2,17.4,1.2,false,0
nodo_chancay_01,1314420000,243.4,7.21,12.6,15.3,18.3,1.16,false,0
nodo_chancay_01,1314480000,234.7,7.3,19.4,15.0,17.2,1.25,false,0
nodo_chancay_01,1314540000,242.3,7.4,13.0,15.5,17.7,1.22,false,0
nodo_chancay_01,1314600000,231.8,7.25,12.8,15.3,17.4,1.2,false,0
nodo_chancay_01,1314660000,228.3,7.36,12.7,15.2,17.7,1.2,false,0
nodo_chancay_01,1314720000,241.8,7.43,3.7,15.1,17.7,1.24,false,0
nodo_chancay_01,1314780000,234.9,7.37,17.1,15.1,17.8,1.23,false,0
nodo_chancay_01,1314840000,222.6,7.32,15.2,14.9,18.0,1.13,false,0
nodo_chancay_01,1314900000,240.0,7.4,15.5,14.9,18.1,1.14,false,0
nodo_chancay_01,1314960000,227.9,7.44,17.6,15.0,17.7,1.22,false,0
nodo_chancay_01,1315020000,226.7,7.3,14.9,15.2,17.2,1.22,false,0
nodo_chancay_01,1315080000,238.9,7.42,18.6,15.1,17.3,1.16,false,0
nodo_chancay_01,1315140000,229.1,7.42,12.0,15.0,17.5,1.19,false,0
nodo_chancay_01,1315200000,233.9,7.44,9.3,14.9,18.0,1.22,false,0
nodo_chancay_01,1315260000,236.6,7.42,13.9,14.8,17.5,1.19,false,0
nodo_chancay_01,1315320000,222.2,7.4,15.9,15.1,17.5,1.23,false,0
nodo_chancay_01,1315380000,233.8,7.37,16.6,15.3,17.8,1.12,false,0
nodo_chancay_01,1315440000,243.5,7.36,16.5,14.9,18.1,1.21,false,0
nodo_chancay_01,1315500000,220.4,7.46,26.9,15.2,17.9,1.21,false,0
nodo_chancay_01,1315560000,234.5,7.38,4.4,14.8,17.8,1.21,false,0
nodo_chancay_01,1315620000,221.7,7.44,16.6,15.2,17.6,1.22,false,0
nodo_chancay_01,1315680000,240.2,7.44,13.1,15.5,17.5,1.22,false,0
nodo_chancay_01,1315740000,240.1,7.3,18.3,15.4,18.3,1.22,false,0
nodo_chancay_01,1315800000,226.5,7.36,17.3,15.1,17.4,1.2,false,0
nodo_chancay_01,1315860000,252.1,7.38,13.8,15.4,17.3,1.17,false,0
nodo_chancay_01,1315920000,241.1,7.4,9.6,14.6,18.1,1.15,false,0
nodo_chancay_01,1315980000,237.1,7.43,12.5,15.1,18.2,1.23,false,0
nodo_chancay_01,1316040000,236.5,7.41,13.5,14.5,17.7,1.2,false,0
nodo_chancay_01,1316100000,239.8,7.39,9.2,14.9,17.6,1.17,false,0
nodo_chancay_01,1316160000,220.0,7.35,19.9,15.2,18.5,1.17,false,0
nodo_chancay_01,1316220000,231.9,7.5,21.8,15.4,17.5,1.2,false,0
nodo_chancay_01,1316280000,233.8,7.42,11.4,15.4,17.7,1.2,false,0
nodo_chancay_01,1316340000,226.0,7.38,6.0,15.5,18.3,1.2,false,0
nodo_chancay_01,1316400000,234.6,7.35,12.2,15.2,18.2,1.17,false,0
nodo_chancay_01,1316460000,242.3,7.42,7.5,14.9,17.7,1.2,false,0
nodo_chancay_01,1316520000,225.8,7.39,18.0,15.5,18.3,1.17,false,0
nodo_chancay_01,1316580000,229.5,7.24,11.4,15.0,17.0,1.21,false,0
nodo_chancay_01,1316640000,221.8,7.29,7.0,15.3,18.3,1.22,false,0
nodo_chancay_01,1316700000,212.1,7.52,8.9,15.3,18.3,1.26,false,0
nodo_chancay_01,1316760000,237.8,7.43,8.0,15.2,18.8,1.16,false,0
nodo_chancay_01,1316820000,229.7,7.33,18.7,15.2,19.4,1.2,false,0
nodo_chancay_01,1316880000,230.5,7.35,11.0,15.2,18.3,1.15,false,0
nodo_chancay_01,1316940000,220.1,7.3,14.2,15.3,18.4,1.15,false,0
nodo_chancay_01,1317000000,228.1,7.34,15.4,15.3,18.3,1.19,false,0
nodo_chancay_01,1317060000,241.0,7.49,9.4,14.9,18.7,1.17,false,0
nodo_chancay_01,1317120000,230.0,7.37,7.3,14.9,18.5,1.19,false,0
nodo_chancay_01,1317180000,230.3,7.47,13.8,15.5,17.9,1.17,false,0
nodo_chancay_01,1317240000,232.1,7.55,21.0,15.0,18.0,1.18,false,0
nodo_chancay_01,1317300000,217.6,7.35,12.3,15.2,17.9,1.25,false,0
nodo_chancay_01,1317360000,236.2,7.26,24.6,15.2,18.5,1.19,false,0
nodo_chancay_01,1317420000,217.4,7.43,13.1,15.1,18.4,1.21,false,0
nodo_chancay_01,1317480000,220.6,7.31,9.7,15.0,18.8,1.2,false,0
nodo_chancay_01,1317540000,219.5,7.39,12.0,15.3,18.7,1.17,false,0
nodo_chancay_01,1317600000,228.2,7.41,4.2,15.1,18.3,1.23,false,0
nodo_chancay_01,1317660000,226.5,7.58,17.2,15.1,17.7,1.24,false,0
nodo_chancay_01,1317720000,230.0,7.42,13.4,15.0,18.5,1.23,false,0
nodo_chancay_01,1317780000,220.9,7.34,11.1,15.6,18.6,1.18,false,0
nodo_chancay_01,1317840000,240.1,7.45,22.8,15.5,18.9,1.21,false,0
nodo_chancay_01,1317900000,238.3,7.47,12.1,15.3,18.2,1.18,false,0
nodo_chancay_01,1317960000,228.3,7.51,18.9,15.4,19.0,1.18,false,0
nodo_chancay_01,1318020000,225.2,7.3,14.3,15.3,18.3,1.19,false,0
nodo_chancay_01,1318080000,224.2,7.52,19.4,15.0,18.8,1.23,false,0
nodo_chancay_01,1318140000,226.9,7.62,16.6,15.8,19.0,1.24,false,0
nodo_chancay_01,1318200000,216.0,7.52,17.6,15.2,19.0,1.2,false,0
nodo_chancay_01,1318260000,220.4,7.54,12.6,15.3,18.7,1.19,false,0
nodo_chancay_01,1318320000,238.6,7.35,16.1,15.2,18.1,1.27,false,0
nodo_chancay_01,1318380000,233.0,7.56,13.1,14.9,18.7,1.17,false,0
nodo_chancay_01,1318440000,246.3,7.34,8.8,14.9,18.2,1.24,false,0
nodo_chancay_01,1318500000,227.0,7.39,9.8,15.2,19.2,1.23,false,0
nodo_chancay_01,1318560000,226.4,7.34,12.3,15.2,18.6,1.19,false,0
nodo_chancay_01,1318620000,225.9,7.33,16.0,15.1,18.8,1.21,false,0
nodo_chancay_01,1318680000,226.8,7.39,17.8,15.6,18.8,1.21,false,0
nodo_chancay_01,1318740000,223.4,7.27,19.9,15.2,18.1,1.17,false,0
nodo_chancay_01,1318800000,232.7,7.32,22.9,15.0,18.8,1.2,false,0
nodo_chancay_01,1318860000,230.3,7.29,11.7,15.4,18.9,1.21,false,0
nodo_chancay_01,1318920000,224.9,7.54,21.9,15.1,19.6,1.2,false,0
nodo_chancay_01,1318980000,242.5,7.55,9.1,15.3,19.5,1.16,false,0
nodo_chancay_01,1319040000,249.0,7.64,15.3,15.7,18.7,1.14,false,0
nodo_chancay_01,1319100000,241.7,7.38,9.1,15.3,18.8,1.17,false,0
nodo_chancay_01,1319160000,235.6,7.39,11.4,15.5,18.4,1.2,false,0
nodo_chancay_01,1319220000,237.6,7.47,7.9,15.8,18.8,1.19,false,0
nodo_chancay_01,1319280000,248.6,7.26,15.1,15.2,19.3,1.18,false,0
nodo_chancay_01,1319340000,237.6,7.29,10.7,15.1,18.7,1.23,false,0
nodo_chancay_01,1319400000,224.1,7.23,11.9,15.1,18.8,1.13,false,0
nodo_chancay_01,1319460000,233.9,7.47,11.8,15.5,19.0,1.23,false,0
nodo_chancay_01,1319520000,236.3,7.3,12.2,15.7,18.6,1.2,false,0
nodo_chancay_01,1319580000,220.1,7.49,18.3,15.6,19.3,1.25,false,0
nodo_chancay_01,1319640000,227.2,7.34,20.9,15.3,19.1,1.19,false,0
nodo_chancay_01,1319700000,241.0,7.39,8.8,15.4,19.5,1.19,false,0
nodo_chancay_01,1319760000,211.8,7.37,15.0,15.3,19.4,1.18,false,0
nodo_chancay_01,1319820000,217.5,7.41,16.5,15.4,18.8,1.24,false,0
nodo_chancay_01,1319880000,228.2,7.34,15.1,15.6,19.6,1.2,false,0
nodo_chancay_01,1319940000,233.5,7.49,25.6,15.3,18.7,1.2,false,0
nodo_chancay_01,1320000000,216.4,7.37,13.9,15.3,19.6,1.19,false,0
nodo_chancay_01,1320060000,228.7,7.43,8.5,15.2,19.2,1.24,false,0
nodo_chancay_01,1320120000,241.5,7.4,12.0,15.4,19.1,1.21,false,0
nodo_chancay_01,1320180000,230.7,7.29,15.9,15.1,19.5,1.18,false,0
nodo_chancay_01,1320240000,239.4,7.52,17.1,15.5,19.5,1.25,false,0
nodo_chancay_01,1320300000,224.1,7.32,12.8,15.5,18.7,1.17,false,0
nodo_chancay_01,1320360000,221.9,7.47,15.8,15.0,19.5,1.23,false,0
nodo_chancay_01,1320420000,238.5,7.46,22.3,15.2,19.6,1.19,false,0
nodo_chancay_01,1320480000,233.7,7.24,24.6,15.5,19.5,1.23,false,0
nodo_chancay_01,1320540000,218.1,7.37,21.6,15.3,19.6,1.2,false,0
nodo_chancay_01,1320600000,222.0,7.45,20.3,15.2,19.8,1.25,false,0
nodo_chancay_01,1320660000,245.6,7.36,18.6,15.1,19.1,1.17,false,0
nodo_chancay_01,1320720000,220.8,7.38,14.2,15.6,19.1,1.21,false,0
nodo_chancay_01,1320780000,239.3,7.41,14.5,15.7,19.6,1.17,false,0
nodo_chancay_01,1320840000,225.2,7.35,19.6,15.3,19.2,1.23,false,0
nodo_chancay_01,1320900000,230.0,7.43,19.5,15.2,19.4,1.17,false,0
nodo_chancay_01,1320960000,232.9,7.39,17.6,15.7,20.0,1.2,false,0
nodo_chancay_01,1321020000,209.0,7.37,20.3,15.5,19.6,1.2,false,0
nodo_chancay_01,1321080000,215.4,7.29,5.7,15.4,19.6,1.18,false,0
nodo_chancay_01,1321140000,230.9,7.43,16.8,15.3,20.3,1.22,false,0
nodo_chancay_01,1321200000,222.8,7.15,8.6,15.7,19.8,1.15,false,0
nodo_chancay_01,1321260000,240.0,7.42,13.7,15.4,20.2,1.2,false,0
nodo_chancay_01,1321320000,213.9,7.39,14.8,15.4,20.2,1.21,false,0
nodo_chancay_01,1321380000,235.7,7.31,13.3,15.4,19.6,1.22,false,0
nodo_chancay_01,1321440000,216.2,7.25,11.0,15.4,19.5,1.17,false,0
nodo_chancay_01,1321500000,226.5,7.43,19.2,15.4,19.9,1.25,false,0
nodo_chancay_01,1321560000,219.4,7.37,17.8,15.3,20.2,1.24,false,0
nodo_chancay_01,1321620000,249.0,7.4,21.1,15.6,19.3,1.23,false,0
nodo_chancay_01,1321680000,216.6,7.21,13.4,15.4,19.9,1.13,false,0
nodo_chancay_01,1321740000,228.8,7.44,14.4,15.3,20.0,1.2,false,0
nodo_chancay_01,1321800000,212.7,7.48,28.1,15.3,19.8,1.23,false,0
nodo_chancay_01,1321860000,246.0,7.37,13.3,15.3,19.5,1.22,false,0
nodo_chancay_01,1321920000,234.0,7.3,7.2,15.2,20.0,1.24,false,0
nodo_chancay_01,1321980000,231.4,7.43,19.3,15.2,19.2,1.21,false,0
nodo_chancay_01,1322040000,244.7,7.36,19.8,15.5,20.0,1.2,false,0
nodo_chancay_01,1322100000,231.5,7.48,20.7,15.3,20.5,1.18,false,0
nodo_chancay_01,1322160000,232.2,7.39,20.4,15.8,19.3,1.2,false,0
nodo_chancay_01,1322220000,231.3,7.18,10.5,15.3,20.1,1.19,false,0
nodo_chancay_01,1322280000,235.6,7.16,18.4,15.5,20.2,1.21,false,0
nodo_chancay_01,1322340000,225.1,7.32,17.5,15.6,20.1,1.19,false,0
nodo_chancay_01,1322400000,227.9,7.44,18.5,15.6,20.2,1.16,false,0
nodo_chancay_01,1322460000,238.1,7.34,14.4,15.1,20.0,1.17,false,0
nodo_chancay_01,1322520000,232.8,7.44,20.2,15.3,20.8,1.19,false,0
nodo_chancay_01,1322580000,228.9,7.32,17.5,15.5,20.2,1.18,false,0
nodo_chancay_01,1322640000,216.0,7.6,16.8,15.3,20.4,1.24,false,0
nodo_chancay_01,1322700000,245.0,7.37,12.6,15.6,20.0,1.19,false,0
nodo_chancay_01,1322760000,223.4,7.42,19.1,15.6,20.0,1.14,false,0
nodo_chancay_01,1322820000,239.9,7.29,14.4,15.4,20.0,1.22,false,0
nodo_chancay_01,1322880000,231.8,7.35,16.4,15.6,20.5,1.14,false,0
nodo_chancay_01,1322940000,217.1,7.44,14.6,15.3,20.5,1.21,false,0
nodo_chancay_01,1323000000,242.5,7.39,18.8,15.6,20.1,1.23,false,0
nodo_chancay_01,1323060000,232.5,7.11,15.8,15.8,20.5,1.16,false,0
nodo_chancay_01,1323120000,243.4,7.44,10.4,15.7,20.2,1.19,false,0
nodo_chancay_01,1323180000,228.2,7.45,19.8,15.4,20.0,1.23,false,0
nodo_chancay_01,1323240000,237.0,7.46,19.2,15.7,20.3,1.24,false,0
nodo_chancay_01,1323300000,212.4,7.5,17.3,15.8,20.0,1.22,false,0
nodo_chancay_01,1323360000,225.0,7.41,16.2,15.9,20.1,1.22,false,0
nodo_chancay_01,1323420000,217.3,7.63,11.0,15.7,20.3,1.17,false,0
nodo_chancay_01,1323480000,226.3,7.41,15.2,15.6,20.1,1.14,false,0
nodo_chancay_01,1323540000,234.7,7.16,11.6,16.1,20.4,1.2,false,0
nodo_chancay_01,1323600000,224.0,7.41,17.5,15.5,20.9,1.13,false,0
nodo_chancay_01,1323660000,238.6,7.5,18.5,15.7,20.9,1.2,false,0
nodo_chancay_01,1323720000,221.4,7.25,20.6,16.1,20.5,1.19,false,0
nodo_chancay_01,1323780000,238.9,7.36,15.8,15.3,20.9,1.19,false,0
nodo_chancay_01,1323840000,243.1,7.51,17.5,15.6,20.6,1.22,false,0
nodo_chancay_01,1323900000,240.1,7.33,13.3,15.3,20.4,1.18,false,0
nodo_chancay_01,1323960000,226.6,7.37,9.2,15.7,20.1,1.16,false,0
nodo_chancay_01,1324020000,208.7,7.47,11.9,15.4,20.8,1.21,false,0
nodo_chancay_01,1324080000,235.8,7.26,18.1,15.6,21.2,1.25,false,0
nodo_chancay_01,1324140000,228.7,7.39,13.6,15.6,21.1,1.22,false,0
nodo_chancay_01,1324200000,220.2,7.29,7.2,15.7,21.2,1.23,false,0
nodo_chancay_01,1324260000,224.4,7.36,14.7,15.9,20.5,1.21,false,0
nodo_chancay_01,1324320000,244.3,7.41,13.4,15.5,20.6,1.22,false,0
nodo_chancay_01,1324380000,218.6,7.5,14.2,15.7,21.1,1.22,false,0
nodo_chancay_01,1324440000,234.7,7.42,17.2,15.6,20.7,1.21,false,0
nodo_chancay_01,1324500000,232.2,7.33,25.4,15.7,20.9,1.18,false,0
nodo_chancay_01,1324560000,226.4,7.51,9.3,15.4,21.1,1.23,false,0
nodo_chancay_01,1324620000,236.4,7.45,22.4,15.9,21.1,1.22,false,0
nodo_chancay_01,1324680000,246.3,7.2,15.5,15.7,20.3,1.2,false,0
nodo_chancay_01,1324740000,227.0,7.47,20.6,15.7,21.8,1.2,false,0
nodo_chancay_01,1324800000,227.6,7.4,17.1,16.1,21.4,1.22,false,0
nodo_chancay_01,1324860000,236.2,7.39,15.2,15.9,20.5,1.19,false,0
nodo_chancay_01,1324920000,239.2,7.51,17.2,15.9,21.3,1.25,false,0
nodo_chancay_01,1324980000,228.7,7.37,7.8,15.9,20.8,1.22,false,0
nodo_chancay_01,1325040000,226.9,7.48,12.5,15.7,21.2,1.22,false,0
nodo_chancay_01,1325100000,207.8,7.52,16.2,15.6,21.4,1.19,false,0
nodo_chancay_01,1325160000,222.2,7.4,8.4,15.9,20.7,1.21,false,0
nodo_chancay_01,1325220000,218.6,7.43,15.3,15.8,21.1,1.18,false,0
nodo_chancay_01,1325280000,236.8,7.46,10.6,15.7,21.5,1.27,false,0
nodo_chancay_01,1325340000,227.6,7.44,17.3,15.9,22.4,1.24,false,0
nodo_chancay_01,1325400000,227.2,7.48,17.4,16.0,21.1,1.2,false,0
nodo_chancay_01,1325460000,229.9,7.29,21.6,16.1,20.7,1.19,false,0
nodo_chancay_01,1325520000,221.3,7.33,16.9,15.7,20.9,1.24,false,0
nodo_chancay_01,1325580000,245.5,7.26,9.5,15.9,21.8,1.25,false,0
nodo_chancay_01,1325640000,243.0,7.56,12.2,16.2,21.4,1.19,false,0
nodo_chancay_01,1325700000,246.2,7.22,8.6,15.9,21.3,1.2,false,0
nodo_chancay_01,1325760000,236.8,7.52,16.9,15.5,22.0,1.22,false,0
nodo_chancay_01,1325820000,229.7,7.44,12.6,15.5,21.2,1.21,false,0
nodo_chancay_01,1325880000,246.1,7.3,15.1,15.7,21.7,1.23,false,0
nodo_chancay_01,1325940000,223.2,7.26,14.2,16.0,21.2,1.28,false,0
nodo_chancay_01,1326000000,221.3,7.39,8.6,16.0,21.3,1.21,false,0
nodo_chancay_01,1326060000,224.0,7.37,16.5,16.1,21.4,1.24,false,0
nodo_chancay_01,1326120000,235.2,7.43,19.3,15.9,21.0,1.18,false,0
nodo_chancay_01,1326180000,222.4,7.17,11.4,15.7,21.0,1.24,false,0
nodo_chancay_01,1326240000,228.4,7.37,13.4,16.0,21.4,1.22,false,0
